"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","3164","0.0-1.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","3161","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","","","",""
"","","","","","html-keyboard-response","2","90761","0.0-2.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","87596","
            <p>You will be shown movies. Each movie contains a sequence of shapes changing form. 
            <br> Some shapes are category A, some are category B. <b> Within a single movie, all shapes belong to the same category. </b>
            <br> You will not know in advance which category the shapes of each movie belong to.</p>
            <p> While you watch a movie, you have to guess the category that its shapes belong to <b>(left arrow for category A, right arrow for category B)</b></p>
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p>Press any key to continue.</p>
            ","arrowleft","introduction_1","","","","","","",""
"","","","","","html-keyboard-response","3","91932","0.0-3.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","1171","
              <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
              <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
              <p><b>You will lose $0.05 from your bonus payment for each incorrect answer! The bonus can not become less that $0.</b> </p>
              <p>Press any key to continue.</p>
              ","arrowright","introduction_2","","","","","","",""
"","","","","","html-keyboard-response","4","99030","0.0-4.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","7098","
            <p> <b>The first 10 trials are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            ","arrowleft","introduction_3","","","","","","",""
"","","","","","html-keyboard-response","5","103091","0.0-5.0-0.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","4060","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowright","ITI","","","","","","",""
"","","","","","html-keyboard-response","6","105020","0.0-5.0-1.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","1928","./stimuli//pack_morph_shapes_1/cat_1/diff_2/ex_1_2_8.gif","arrowleft","response","ArrowLeft","8","1","2","train","true",""
"","","","","","html-keyboard-response","7","106524","0.0-5.0-2.0","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0"
"","","","","","html-keyboard-response","8","109663","0.0-5.0-0.1","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","3138","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowleft","ITI","","","","","","",""
"","","","","","html-keyboard-response","9","111562","0.0-5.0-1.1","6536863d842725446b9012ce","6573617f270241e5da3d355d","6576cf21c11e076e274f4154","1899","./stimuli//pack_morph_shapes_1/cat_2/diff_2/ex_2_2_2.gif","arrowright","response","ArrowRight","2","2","2","train","true",""
