"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","correct","bonus"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","","","","","","","","",""
"","","","","","html-keyboard-response","1","2305","0.0-1.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","2301","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","",""
"","","","","","html-keyboard-response","2","18706","0.0-2.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","16399","
            <p>You will be shown images of black shapes.  Some are category A, some are category B.
            <br>You will not know in advance which category a specific shape belongs to.</p>
            <p>After you see an image, you will be asked to guess its category <b>(left arrow for category A, right arrow for category B)</b></p>
            <p>After you choose, the screen will show you whether you were correct or not.</p>
            <p><b>You will receive a bonus payment of $0.05 for each correct answer!</b></p>
            <p> So you can increase your bonus by guessing correctly, and by guessing as quickly as possible so you move on to the next image sooner.</p>
            <p>Press any key to continue.</p>
            "," ","introduction_1","","","","",""
"","","","","","html-keyboard-response","3","23143","0.0-3.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","4436","
            <p> <b>The first 10 trials are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            "," ","introduction_2","","","","",""
"","","","","","html-keyboard-response","4","24826","0.0-4.0-0.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","1682","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        "," ","ITI","","","","",""
"","","","","","html-keyboard-response","5","25434","0.0-4.0-1.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_2/ex_2_8.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","6","26438","0.0-4.0-2.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","7","27426","0.0-4.0-3.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","986","./stimuli//pack_shapes/cat_2/ex_2_8.png","arrowleft","response","ArrowRight","8","2","false",""
"","","","","","html-keyboard-response","8","28934","0.0-4.0-4.0","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","<p> <font color=""red"" size=""4vw""> Wrong category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","9","30341","0.0-4.0-0.1","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","1405","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        ","arrowleft","ITI","","","","",""
"","","","","","html-keyboard-response","10","30946","0.0-4.0-1.1","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_2/ex_2_39.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","11","31953","0.0-4.0-2.1","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","12","32384","0.0-4.0-3.1","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","429","./stimuli//pack_shapes/cat_2/ex_2_39.png","arrowright","response","ArrowRight","39","2","true",""
"","","","","","html-keyboard-response","13","33891","0.0-4.0-4.1","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","<p> <font color=""green"" size=""4vw""> Correct category! </font> </p>","null","feedback","","","","","0"
"","","","","","html-keyboard-response","14","34712","0.0-4.0-0.2","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","820","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any button to continue to the next trial.</div>
        ","arrowleft","ITI","","","","",""
"","","","","","html-keyboard-response","15","35318","0.0-4.0-1.2","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
        <img class=""stim"" src=./stimuli//pack_shapes/cat_1/ex_1_3.png></img>
    ","null","stimulus","","","","",""
"","","","","","html-keyboard-response","16","36321","0.0-4.0-2.2","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","null","
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 1vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    ","null","","","","","",""
"","","","","","html-keyboard-response","17","36603","0.0-4.0-3.2","60fd225c4faaa264601c1792","6554bfa13ac4b6a0ab00b03a","6554bfeaa4c94267213f4f5e","281","./stimuli//pack_shapes/cat_1/ex_1_3.png","arrowleft","response","ArrowLeft","3","1","true",""
