"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2255","0.0-1.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","2254","Welcome to the Category Learning experiment! Press any key to continue."," ","welcome","","","","","","",""
"","","","","","html-keyboard-response","2","25017","0.0-2.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","22762","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <br> Some shapes are category A, some are category B.
            <br> You will not know in advance which category each shape belongs to.</p>
            <p> While you watch a movie, you have to guess the category that the shape you see belongs to <b>(left arrow for category A, right arrow for category B)</b></p>
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p>Press any key to continue.</p>
            "," ","introduction_1","","","","","","",""
"","","","","","html-keyboard-response","3","38726","0.0-3.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","13709","
              <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
              <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
              <p><b>You will lose $0.05 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
              <p>Press any key to continue.</p>
              "," ","introduction_2","","","","","","",""
"","","","","","html-keyboard-response","4","46019","0.0-4.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","7293","
            <p> <b>The first 10 movies are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            "," ","introduction_3","","","","","","",""
"","","","","","html-keyboard-response","5","52944","0.0-5.0-0.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","6924","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowleft","ITI","","","","","","",""
"","","","","","html-keyboard-response","6","57947","0.0-5.0-1.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","null","./stimuli//pack_morph_shapes_1/cat_2/diff_1/ex_2_1_15.mp4","null","response","ArrowRight","15","2","1","train","false",""
"","","","","","html-keyboard-response","7","59449","0.0-5.0-2.0","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","null","<p> <font color=""red"" size=""5vw""> Time out! </font> <br> Please try to respond as quickly as possible. </p>","null","feedback","","","","","","","0"
"","","","","","html-keyboard-response","8","60531","0.0-5.0-0.1","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","1080","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <div> Please press any key to continue to the next movie.</div>
        ","arrowleft","ITI","","","","","","",""
"","","","","","html-keyboard-response","9","63858","0.0-5.0-1.1","5ead7d6e96a62440b21c25f8","6579d0c5e56c6e1626038f86","6579d15a513ef3c495209e72","3326","./stimuli//pack_morph_shapes_1/cat_2/diff_1/ex_2_1_6.mp4","arrowleft","response","ArrowRight","6","2","1","train","false",""
